,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,text_tokens,text_lemmas
0,1515461690023886854,1515446982411759627,1650149197000.0,2022-04-16 17:46:37,-0500,,@eunique She's such a considerate Princess 😍,en,[],[],31348171,31348171,gsurgeon,Jadah 📚,6,17,https://twitter.com/gsurgeon/status/1515461690023886854,[],[],0,,False,0,0,0,,considerate,,,,,,,"[{'screen_name': 'eunique', 'name': 'Eunique’s Playing #CultureTags', 'id': '20030478'}]",,,,,"['eunique', 'shes', 'princess']","['eunique', ""'s"", 'princess', '😍']"
1,1515461598428639235,1515461598428639235,1650149175000.0,2022-04-16 17:46:15,-0500,,"Aw, Anya is such a little sweetheart, kid her age so mindful and considerate of others. This show is great  #SPY_FAMILY #SPYxFamily  https://t.co/Ir3L3FWm6p",en,"['spy_family', 'spyxfamily']",[],1262753221816184843,1262753221816184843,Nephuuuu,Nephuuuu,6,17,https://twitter.com/Nephuuuu/status/1515461598428639235,[],['https://pbs.twimg.com/media/FQgALWqVsAAhTx7.jpg'],1,https://pbs.twimg.com/media/FQgALWqVsAAhTx7.jpg,False,0,0,0,,considerate,,,,,,,[],,,,,"['anya', 'little', 'sweetheart', 'kid', 'age', 'mindful', 'others', 'show', 'great', 'spyfamily', 'spyxfamily', 'httpstcoir3l3fwm6p']","['aw', 'anya', 'little', 'sweetheart', 'kid', 'age', 'mindful', 'others', 'show', 'great', 'spy_family', 'spyxfamily', 'http', '//t.co/ir3l3fwm6p']"
2,1515461598021926917,1515461598021926917,1650149175000.0,2022-04-16 17:46:15,-0500,,considerate central vacuum cleaner makes you plastered,en,[],[],824552336597143552,824552336597143552,szpara666,szpara666,6,17,https://twitter.com/szpara666/status/1515461598021926917,[],[],0,,False,0,0,0,,considerate,,,,,,,[],,,,,"['central', 'vacuum', 'cleaner', 'makes', 'plastered']","['central', 'vacuum', 'cleaner', 'make', 'plaster']"
3,1515461571106861058,1515455205428453383,1650149169000.0,2022-04-16 17:46:09,-0500,,"@Etna_Crimson Just thought about this cuz how low ur voice is lol  Etna's being considerate, so thank you for being family frenly n considerate",en,[],[],1045201941771444224,1045201941771444224,ariqFTR,Ariq Fajar,6,17,https://twitter.com/ariqFTR/status/1515461571106861058,[],[],0,,False,0,0,0,,considerate,,,,,,,"[{'screen_name': 'Etna_Crimson', 'name': 'Etna Crimson 🌋🍔 NIJISANJI', 'id': '1290243331629318144'}]",,,,,"['etnacrimson', 'thought', 'cuz', 'low', 'voice', 'lol', 'etnas', 'thank', 'family', 'frenly']","['etna_crimson', 'thought', 'cuz', 'low', 'ur', 'voice', 'lol', 'etna', ""'s"", 'thank', 'family', 'frenly', 'n']"
5,1515461132298956808,1515317030894854146,1650149064000.0,2022-04-16 17:44:24,-0500,,@DCDoc33 But some people understand it for what it is.  I encourage patients and friends to still be prudent and considerate.  And it does work.   Push back with calm good advice.,en,[],[],1157492867939651586,1157492867939651586,JimLakeview,LakeviewJim,6,17,https://twitter.com/JimLakeview/status/1515461132298956808,[],[],0,,False,0,0,0,,considerate,,,,,,,"[{'screen_name': 'DCDoc33', 'name': 'Ida Bergstrom, MD', 'id': '1085590218328195073'}]",,,,,"['dcdoc33', 'people', 'understand', 'encourage', 'patients', 'friends', 'still', 'prudent', 'work', 'push', 'back', 'calm', 'good', 'advice']","['dcdoc33', 'people', 'understand', 'encourage', 'patient', 'friend', 'still', 'prudent', 'work', 'push', 'back', 'calm', 'good', 'advice']"
6,1515460562049769476,1515460562049769476,1650148928000.0,2022-04-16 17:42:08,-0500,,i love when my sisters and my cousin hang out and have a separate group chat without me and never include me in anything 😍😍😍😍😍 and they invite my sister’s girlfriend before they invite me 😍😍😍😍 so sweet and considerate of them🫶❤️‍🔥,en,[],[],1395178248871550980,1395178248871550980,murderballs123,irene | 105 days until gvf and mar!,6,17,https://twitter.com/murderballs123/status/1515460562049769476,[],[],0,,False,0,1,0,,considerate,,,,,,,[],,,,,"['love', 'sisters', 'cousin', 'hang', 'separate', 'group', 'chat', 'without', 'never', 'include', 'anything', '😍😍😍😍😍', 'invite', 'sister', 'girlfriend', 'invite', '😍😍😍😍', 'sweet', 'them\U0001faf6❤️\u200d🔥']","['love', 'sister', 'cousin', 'hang', 'separate', 'group', 'chat', 'without', 'never', 'include', 'anything', '😍😍😍😍😍', 'invite', 'sister', '’', 'girlfriend', 'invite', '😍😍😍😍', 'sweet', 'them\U0001faf6❤️\u200d🔥']"
7,1515460515069313025,1515420210844602373,1650148917000.0,2022-04-16 17:41:57,-0500,,"@FarooqTariq3 @HamidMirPAK That’s called being sensitive and considerate, but you lot wouldn’t know!  #امپورٹڈ_حکومت_نامنظور",en,['امپورٹڈ_حکومت_نامنظور'],[],1474298986139996172,1474298986139996172,Soak_Bloke,Adulterated Holy,6,17,https://twitter.com/Soak_Bloke/status/1515460515069313025,[],[],0,,False,1,0,0,,considerate,,,,,,,"[{'screen_name': 'FarooqTariq3', 'name': 'Farooq Tariq', 'id': '428904461'}, {'screen_name': 'HamidMirPAK', 'name': 'Hamid Mir', 'id': '213539531'}]",,,,,"['farooqtariq3', 'hamidmirpak', 'called', 'lot', 'know', 'امپورٹڈحکومتنامنظور']","['farooqtariq3', 'hamidmirpak', '’', 'call', 'lot', '’', 'know', 'امپورٹڈ_حکومت_نامنظور']"
8,1515460355249655813,1515405195831910407,1650148879000.0,2022-04-16 17:41:19,-0500,,@wadersrhard What a great night!,en,[],[],1146374650966040576,1146374650966040576,birdering,The Considerate Birders,6,17,https://twitter.com/birdering/status/1515460355249655813,[],[],0,,False,0,0,0,,considerate,,,,,,,"[{'screen_name': 'wadersrhard', 'name': 'limdrive91', 'id': '1238907689402601474'}]",,,,,"['wadersrhard', 'great', 'night']","['wadersrhard', 'great', 'night']"
9,1515459923697676288,1515459923697676288,1650148776000.0,2022-04-16 17:39:36,-0500,,Your effort to be more considerate didn’t go unnoticed 😉,en,[],[],1279009812571926528,1279009812571926528,downterrible,Wuudee,6,17,https://twitter.com/downterrible/status/1515459923697676288,[],[],0,,False,0,0,0,,considerate,,,,,,,[],,,,,"['effort', 'unnoticed']","['effort', '’', 'go', 'unnoticed', '😉']"
11,1515458708934848516,1515458708934848516,1650148486000.0,2022-04-16 17:34:46,-0500,,"In grad school we lived beneath a bunch of students who were in a group like this, and they were far and away the least considerate neighbors we’ve ever had.",en,[],[],173549370,173549370,thermochronic,James Metcalf,6,17,https://twitter.com/thermochronic/status/1515458708934848516,[],[],0,,False,1,0,0,https://twitter.com/davenewworld_2/status/1515284320184934403,considerate,,,,,,,[],,,,,"['grad', 'school', 'lived', 'beneath', 'bunch', 'students', 'group', 'like', 'far', 'away', 'least', 'neighbors', 'ever']","['grad', 'school', 'live', 'beneath', 'bunch', 'student', 'group', 'like', 'far', 'away', 'least', 'neighbor', '’', 'ever']"
12,1515458614663786499,1515458614663786499,1650148464000.0,2022-04-16 17:34:24,-0500,,Wish People Would Be More Fucking Considerate,en,[],[],2261253017,2261253017,BaybehCarter21,Slim 🐘💙🌻,6,17,https://twitter.com/BaybehCarter21/status/1515458614663786499,[],[],0,,False,0,0,0,,considerate,,,,,,,[],,,,,"['wish', 'people', 'would', 'fucking']","['wish', 'people', 'would', 'fuck']"
13,1515458208143495177,1515456501552451584,1650148367000.0,2022-04-16 17:32:47,-0500,,@0mar_isme thank you for being considerate though 🥺,en,[],[],1315117357266763784,1315117357266763784,aavaryisalt,.,6,17,https://twitter.com/aavaryisalt/status/1515458208143495177,[],[],0,,False,1,1,0,,considerate,,,,,,,"[{'screen_name': '0mar_isme', 'name': 'Ari ♡Mari♡', 'id': '1273317068100767745'}]",,,,,"['0marisme', 'thank', 'though']","['0mar_isme', 'thank', 'though', '🥺']"
14,1515457953985273856,1515145297806172162,1650148306000.0,2022-04-16 17:31:46,-0500,,@Chiscringle @ClaudiaWheatley @Teebsnh3 @JoJoFromJerz @RonFilipkowski And considerate adults clean up after themselves.,en,[],[],46004511,46004511,1impossible_grl,Impossible Girl 🦋⚖️,6,17,https://twitter.com/1impossible_grl/status/1515457953985273856,[],[],0,,False,2,0,0,,considerate,,,,,,,"[{'screen_name': 'Chiscringle', 'name': 'Paul Calhoun', 'id': '762615301'}, {'screen_name': 'ClaudiaWheatley', 'name': '2022ElectionsAreNowInProgress', 'id': '25418245'}, {'screen_name': 'Teebsnh3', 'name': 'Terry B 🌊', 'id': '910954508'}, {'screen_name': 'JoJoFromJerz', 'name': 'Jo 🌻', 'id': '818893114979061761'}, {'screen_name': 'RonFilipkowski', 'name': 'Ron Filipkowski 🇺🇦', 'id': '1298372735383605249'}]",,,,,"['chiscringle', 'claudiawheatley', 'teebsnh3', 'jojofromjerz', 'ronfilipkowski', 'adults', 'clean']","['chiscringle', 'claudiawheatley', 'teebsnh3', 'jojofromjerz', 'ronfilipkowski', 'adult', 'clean']"
15,1515457671159296001,1515441728081342473,1650148239000.0,2022-04-16 17:30:39,-0500,,@kenjimallon That's very considerate.,en,[],[],188192905,188192905,jonathanurbach,Jonathan Urbach 🇺🇸🏳️‍🌈🐻🤘✡️🍺,6,17,https://twitter.com/jonathanurbach/status/1515457671159296001,[],[],0,,False,1,0,0,,considerate,,,,,,,"[{'screen_name': 'kenjimallon', 'name': 'Kenji: reduce car dependency', 'id': '15147906'}]",,,,,"['kenjimallon', 'thats']","['kenjimallon', ""'s""]"
16,1515456905744846848,1515456905744846848,1650148056000.0,2022-04-16 17:27:36,-0500,,Sometimes being selfish can be the most considerate thing to do.,en,[],[],1487632365534924801,1487632365534924801,mogeflopbot,ً,6,17,https://twitter.com/mogeflopbot/status/1515456905744846848,[],[],0,,False,0,0,0,,considerate,,,,,,,[],,,,,"['sometimes', 'selfish', 'thing']","['sometimes', 'selfish', 'thing']"
17,1515456768259858440,1515439997662474241,1650148024000.0,2022-04-16 17:27:04,-0500,,@_TheRepublic_ Russian military is more considerate than any US coalition in history. 👌,en,[],[],1500878348507140104,1500878348507140104,PileserT,TPileserIII,6,17,https://twitter.com/PileserT/status/1515456768259858440,[],[],0,,False,0,0,0,,considerate,,,,,,,"[{'screen_name': '_TheRepublic_', 'name': 'REPUBLIC', 'id': '1498772072692080644'}]",,,,,"['therepublic', 'russian', 'military', 'coalition', 'history']","['_therepublic_', 'russian', 'military', 'u', 'coalition', 'history', '👌']"
18,1515456266893770754,1515003089530634242,1650147904000.0,2022-04-16 17:25:04,-0500,,"@TreaTrea1 @abcshxrry @shantelmariew @LindseyCreated Late people aren’t in considerate.  It’s in the title, they’re just late.  And I think it is a very true and fair thing to say that many—most—nearly all things are more important than being on time.  The emphasis is merely cultural, but it is also damning.",en,[],[],16388450,16388450,rebeccafp,Rebecca,6,17,https://twitter.com/rebeccafp/status/1515456266893770754,[],[],0,,False,0,2,0,,considerate,,,,,,,"[{'screen_name': 'TreaTrea1', 'name': 'Thigh.Goddess', 'id': '453237941'}, {'screen_name': 'abcshxrry', 'name': 'sherriri', 'id': '881702670641266690'}, {'screen_name': 'shantelmariew', 'name': 'shantel', 'id': '325667635'}, {'screen_name': 'LindseyCreated', 'name': 'LINDSEY 👩🏿\u200d💻 🕯 | UX/UI Designer', 'id': '24309762'}]",,,,,"['treatrea1', 'abcshxrry', 'shantelmariew', 'lindseycreated', 'late', 'people', 'title', 'late', 'think', 'true', 'fair', 'thing', 'say', 'many—most—nearly', 'things', 'important', 'time', 'emphasis', 'merely', 'cultural', 'also', 'damning']","['treatrea1', 'abcshxrry', 'shantelmariew', 'lindseycreated', 'late', 'people', '’', '’', 'title', '’', 'late', 'think', 'true', 'fair', 'thing', 'say', 'many—most—nearly', 'thing', 'important', 'time', 'emphasis', 'merely', 'cultural', 'also', 'damn']"
19,1515456193967407105,1515455567007002631,1650147887000.0,2022-04-16 17:24:47,-0500,,@Fadingarcader It’s just not considerate,en,[],[],2992734688,2992734688,seanjetravers,Dr Sean Travers,6,17,https://twitter.com/seanjetravers/status/1515456193967407105,[],[],0,,False,1,1,0,,considerate,,,,,,,"[{'screen_name': 'Fadingarcader', 'name': 'John Robinson', 'id': '22603372'}]",,,,,['fadingarcader'],"['fadingarcader', '’']"
20,1515455981454434305,1515455205428453383,1650147836000.0,2022-04-16 17:23:56,-0500,,"@Etna_Crimson Etna being considerate, good job etna  oh and good morning to you",en,[],[],1257299591025750016,1257299591025750016,kazootoku,Kazoo | toku enthusiast 🔥🔥🔥,6,17,https://twitter.com/kazootoku/status/1515455981454434305,[],[],0,,False,0,0,0,,considerate,,,,,,,"[{'screen_name': 'Etna_Crimson', 'name': 'Etna Crimson 🌋🍔 NIJISANJI', 'id': '1290243331629318144'}]",,,,,"['etnacrimson', 'etna', 'good', 'job', 'etna', 'good', 'morning']","['etna_crimson', 'etna', 'good', 'job', 'etna', 'oh', 'good', 'morning']"
21,1515455836331515904,1515455836331515904,1650147801000.0,2022-04-16 17:23:21,-0500,,"You are a considerate, easygoing Hitmonlee, and opportunities and advantages come with each door you open.",en,[],[],784802912971071488,784802912971071488,testbot1011,AffirmationBot,6,17,https://twitter.com/testbot1011/status/1515455836331515904,[],[],0,,False,0,0,0,,considerate,,,,,,,[],,,,,"['easygoing', 'hitmonlee', 'opportunities', 'advantages', 'come', 'door', 'open']","['easygoing', 'hitmonlee', 'opportunity', 'advantage', 'come', 'door', 'open']"
23,1515455614188605442,1515452509644488707,1650147748000.0,2022-04-16 17:22:28,-0500,,@Conjacerio @BigNasty6oh4 This looks delicious. It’s very nice and considerate when people share good food locations cc @jennafabulous,en,[],[],60830577,60830577,PartPhil,phil,6,17,https://twitter.com/PartPhil/status/1515455614188605442,[],[],0,,False,1,1,0,,considerate,,,,,,,"[{'screen_name': 'Conjacerio', 'name': 'Pettersson to Boeser', 'id': '239498473'}, {'screen_name': 'BigNasty6oh4', 'name': 'Dr Cheesy McTits MD🇨🇦 aka CheeseTits', 'id': '937483383738834944'}]",,,,,"['conjacerio', 'bignasty6oh4', 'looks', 'delicious', 'nice', 'people', 'share', 'good', 'food', 'locations', 'jennafabulous']","['conjacerio', 'bignasty6oh4', 'look', 'delicious', '’', 'nice', 'people', 'share', 'good', 'food', 'location', 'cc', 'jennafabulous']"
24,1515455449843355652,1515450436911833096,1650147709000.0,2022-04-16 17:21:49,-0500,,@Naija_PR I'm quite understanding of situations and relatively considerate. I'm also creatively weird af,en,[],[],318444406,318444406,Darth_Meth,Joeganaut,6,17,https://twitter.com/Darth_Meth/status/1515455449843355652,[],[],0,,False,0,0,0,,considerate,,,,,,,"[{'screen_name': 'Naija_PR', 'name': 'Naija', 'id': '1901298962'}]",,,,,"['naijapr', 'quite', 'understanding', 'situations', 'relatively', 'also', 'creatively', 'weird']","['naija_pr', ""'m"", 'quite', 'understand', 'situation', 'relatively', ""'m"", 'also', 'creatively', 'weird', 'af']"
25,1515455284596158470,1515454682155601923,1650147670000.0,2022-04-16 17:21:10,-0500,,Over a decade of dealing with live in helps  something has shifted in me. I have always been deliberately patient and considerate to my helps. I give long ropes and honour all agreements. They always want to come back when the year is up. My last stayed 3 years. I didn't renew.,en,[],[],121437802,121437802,SASSIMEBIO,Bibi,6,17,https://twitter.com/SASSIMEBIO/status/1515455284596158470,[],[],0,,False,0,1,0,,considerate,,,,,,,[],,,,,"['decade', 'dealing', 'live', 'helps', 'something', 'shifted', 'always', 'deliberately', 'patient', 'helps', 'give', 'long', 'ropes', 'honour', 'agreements', 'always', 'want', 'come', 'back', 'year', 'last', 'stayed', 'years', 'didnt', 'renew']","['decade', 'deal', 'live', 'help', 'something', 'shift', 'always', 'deliberately', 'patient', 'help', 'give', 'long', 'rope', 'honour', 'agreement', 'always', 'want', 'come', 'back', 'year', 'last', 'stayed', '3', 'year', ""n't"", 'renew']"
26,1515455251293241346,1515455251293241346,1650147662000.0,2022-04-16 17:21:02,-0500,,"Literally yes. In a shared, confined space that is inescapable, don't be fucking loud &amp; annoying. Be considerate of the people around you. This was fucking weird.",en,[],[],1508919508278206467,1508919508278206467,the_king_vie,Vivienne-Leopold Juneau,6,17,https://twitter.com/the_king_vie/status/1515455251293241346,[],[],0,,False,1,1,0,https://twitter.com/lamergier2/status/1515401886463139840,considerate,,,,,,,[],,,,,"['literally', 'yes', 'shared', 'confined', 'space', 'inescapable', 'dont', 'fucking', 'loud', 'amp', 'annoying', 'people', 'around', 'fucking', 'weird']","['literally', 'yes', 'share', 'confine', 'space', 'inescapable', ""n't"", 'fuck', 'loud', 'amp', 'annoy', 'people', 'around', 'fuck', 'weird']"
27,1515455022657540096,1515455022657540096,1650147607000.0,2022-04-16 17:20:07,-0500,,"“Please. Your Highness, you’re so considerate of others, but they have never been considerate of you, doesn’t that suck?”",en,[],[],1474140967070416927,1474140967070416927,aureIios,َ,6,17,https://twitter.com/aureIios/status/1515455022657540096,[],[],0,,False,0,0,0,,considerate,,,,,,,[],,,,,"['please', 'highness', 'others', 'never', 'suck']","['“', 'please', 'highness', '’', 'others', 'never', '’', 'suck', '”']"
28,1515455020761686018,1514519605544374272,1650147607000.0,2022-04-16 17:20:07,-0500,,"@xmxzelx @DIYIT0 @alex208954 But I do understand where your coming from, some things that he says can be interpreted as rude and homophobic, he needs to be more considerate when hes saying such things, even as a joke.",en,[],[],1426483024112144387,1426483024112144387,Dr3amHal0,Loading...,6,17,https://twitter.com/Dr3amHal0/status/1515455020761686018,[],[],0,,False,0,0,0,,considerate,,,,,,,"[{'screen_name': 'xmxzelx', 'name': '𝓶𝓮𝓵', 'id': '700841835179151360'}, {'screen_name': 'DIYIT0', 'name': 'Diyito', 'id': '1431876176910458880'}, {'screen_name': 'alex208954', 'name': 'alex2007', 'id': '1013749846900203520'}]",,,,,"['xmxzelx', 'diyit0', 'alex208954', 'understand', 'coming', 'things', 'says', 'interpreted', 'rude', 'homophobic', 'needs', 'hes', 'saying', 'things', 'even', 'joke']","['xmxzelx', 'diyit0', 'alex208954', 'understand', 'come', 'thing', 'say', 'interpret', 'rude', 'homophobic', 'need', 'he', 'say', 'thing', 'even', 'joke']"
29,1515454790473433093,1514974162292551681,1650147552000.0,2022-04-16 17:19:12,-0500,,"@blitzkriegbauer Not necessarily, but if they refuse to be considerate or are just obviously nutbaggy then yes.",en,[],[],743989339,743989339,RDammeyer,D∆MM3¥3R 🖖 🔶⚫ 🦫,6,17,https://twitter.com/RDammeyer/status/1515454790473433093,[],[],0,,False,0,0,0,,considerate,,,,,,,"[{'screen_name': 'blitzkriegbauer', 'name': 'Megan Bauer', 'id': '801590775570120709'}]",,,,,"['blitzkriegbauer', 'necessarily', 'refuse', 'obviously', 'nutbaggy', 'yes']","['blitzkriegbauer', 'necessarily', 'refuse', 'obviously', 'nutbaggy', 'yes']"
30,1515454505390911494,1515443275825651717,1650147484000.0,2022-04-16 17:18:04,-0500,,"@AnthonyWMoll Griffith's sold nail clippers, which I always thought was considerate.",en,[],[],217189882,217189882,sethsawyers,Seth Sawyers,6,17,https://twitter.com/sethsawyers/status/1515454505390911494,[],[],0,,False,1,0,0,,considerate,,,,,,,"[{'screen_name': 'AnthonyWMoll', 'name': 'Anthony Moll', 'id': '123086261'}]",,,,,"['anthonywmoll', 'griffiths', 'sold', 'nail', 'clippers', 'always', 'thought']","['anthonywmoll', 'griffith', ""'s"", 'sell', 'nail', 'clipper', 'always', 'thought']"
31,1515453910147862543,1515419223853776896,1650147342000.0,2022-04-16 17:15:42,-0500,,"@marceloclaure I didn't really catch that vibe but I do know you are accurate, considerate, and respectful about 99% of the time ; ) 👍",en,[],[],818303005,818303005,OneWorldOneGoal,OneWorld OneGoal #17,6,17,https://twitter.com/OneWorldOneGoal/status/1515453910147862543,[],[],0,,False,1,0,1,,considerate,,,,,,,"[{'screen_name': 'marceloclaure', 'name': 'Marcelo Claure', 'id': '92639420'}]",,,,,"['marceloclaure', 'didnt', 'really', 'catch', 'vibe', 'know', 'accurate', 'time']","['marceloclaure', ""n't"", 'really', 'catch', 'vibe', 'know', 'accurate', '99', 'time', '👍']"
32,1515453768774520834,1515453768774520834,1650147308000.0,2022-04-16 17:15:08,-0500,,"But I created distance under the pretense of being ‘considerate,’ and in the end I was also protecting myself.",en,[],[],1265269709110259712,1265269709110259712,yukishirobot_,Yukishiro Bot 💫,6,17,https://twitter.com/yukishirobot_/status/1515453768774520834,[],[],0,,False,0,0,0,,considerate,,,,,,,[],,,,,"['created', 'distance', 'pretense', 'end', 'also', 'protecting']","['create', 'distance', 'pretense', '‘', '’', 'end', 'also', 'protect']"
33,1515453529825103872,1515453529825103872,1650147251000.0,2022-04-16 17:14:11,-0500,,Sound proofing question:  How much of my wall do I need to cover?  So like could I have it from desk level or does it need to cover the whole wall? I don't stream *that* late but I'm trying to be considerate to my elderly neighbour,en,[],[],264259911,264259911,mashashycosplay,Mashashy - 🏳️‍🌈♿✒🎮🐈‍⬛🐕,6,17,https://twitter.com/mashashycosplay/status/1515453529825103872,[],[],0,,False,1,2,1,,considerate,,,,,,,[],,,,,"['sound', 'proofing', 'question', 'much', 'wall', 'need', 'cover', 'like', 'could', 'desk', 'level', 'need', 'cover', 'whole', 'wall', 'dont', 'stream', 'late', 'trying', 'elderly', 'neighbour']","['sound', 'proof', 'question', 'much', 'wall', 'need', 'cover', 'like', 'could', 'desk', 'level', 'need', 'cover', 'whole', 'wall', ""n't"", 'stream', 'late', ""'m"", 'try', 'elderly', 'neighbour']"
34,1515453468143755274,1515358588071518217,1650147237000.0,2022-04-16 17:13:57,-0500,,@Neliswa_Nelli Extremely considerate! 😍😍,en,[],[],308408772,308408772,Thabitee,Thabile Mwandla,6,17,https://twitter.com/Thabitee/status/1515453468143755274,[],[],0,,False,0,0,0,,considerate,,,,,,,"[{'screen_name': 'Neliswa_Nelli', 'name': 'Nelly💮💮💮', 'id': '1280966529975308289'}]",,,,,"['neliswanelli', 'extremely']","['neliswa_nelli', 'extremely', '😍😍']"
36,1515453224714584066,1515453224714584066,1650147179000.0,2022-04-16 17:12:59,-0500,,Are people still considerate of others?,en,[],[],421752162,421752162,einralz,L,6,17,https://twitter.com/einralz/status/1515453224714584066,[],[],0,,False,0,0,0,,considerate,,,,,,,[],,,,,"['people', 'still', 'others']","['people', 'still', 'others']"
37,1515453018208153612,1515452580943609862,1650147129000.0,2022-04-16 17:12:09,-0500,,"after silence had fallen in the hallway once again it was obvious to Tory the little blonde girl wasn't planning on disturbing her work. Which showed what a sweet and considerate child she was, so she finished up her work before heading to find her herself.  An she found her in&gt;&gt;",en,[],[],887504072,887504072,VenomousNoMore,Victoria 'Nichols' Kennedy,6,17,https://twitter.com/VenomousNoMore/status/1515453018208153612,[],[],0,,False,0,1,0,,considerate,,,,,,,[],,,,,"['silence', 'fallen', 'hallway', 'obvious', 'tory', 'little', 'blonde', 'girl', 'wasnt', 'planning', 'disturbing', 'work', 'showed', 'sweet', 'child', 'finished', 'work', 'heading', 'find', 'found', 'ingtgt']","['silence', 'fall', 'hallway', 'obvious', 'tory', 'little', 'blonde', 'girl', ""n't"", 'planning', 'disturb', 'work', 'show', 'sweet', 'child', 'finish', 'work', 'head', 'find', 'found', 'gt', 'gt']"
38,1515452103547928579,1515451877034496009,1650146911000.0,2022-04-16 17:08:31,-0500,,@cplusnumbers Tomorrow is a month since Bono’s Ukraine poem.,en,[],[],22770328,22770328,Mr_Considerate,Elvis Buñuelo,6,17,https://twitter.com/Mr_Considerate/status/1515452103547928579,[],[],0,,False,4,1,0,,considerate,,,,,,,"[{'screen_name': 'cplusnumbers', 'name': 'c', 'id': '1155184704917770243'}]",,,,,"['cplusnumbers', 'tomorrow', 'month', 'since', 'bono', 'ukraine', 'poem']","['cplusnumbers', 'tomorrow', 'month', 'since', 'bono', '’', 'ukraine', 'poem']"
39,1515452089916436491,1515338221705736201,1650146908000.0,2022-04-16 17:08:28,-0500,,@wizardglick @hunterquinnk @Shen_the_Bird For a god that isn’t theirs. A very unavoidable one. It’s not about being “triggered” it’s about being considerate and thinking of others and their potential differences before doing something like this.,en,[],[],62301419,62301419,ChristianTay2,Christian Taylor,6,17,https://twitter.com/ChristianTay2/status/1515452089916436491,[],[],0,,False,0,0,0,,considerate,,,,,,,"[{'screen_name': 'wizardglick', 'name': 'wizardglick', 'id': '15851652'}, {'screen_name': 'hunterquinnk', 'name': 'Hunter Klein', 'id': '841331973758963712'}, {'screen_name': 'Shen_the_Bird', 'name': 'shen the bird', 'id': '911735797971345411'}]",,,,,"['wizardglick', 'hunterquinnk', 'shenthebird', 'god', 'unavoidable', 'one', 'triggered', 'thinking', 'others', 'potential', 'differences', 'something', 'like']","['wizardglick', 'hunterquinnk', 'shen_the_bird', 'god', '’', 'unavoidable', 'one', '’', '“', 'trigger', '”', '’', 'think', 'others', 'potential', 'difference', 'something', 'like']"
40,1515452036216668166,1515445801165623299,1650146895000.0,2022-04-16 17:08:15,-0500,,@JeremyLayt0n That would only be the considerate thing for them to do,en,[],[],441423470,441423470,BDR8889,Don Rossi,6,17,https://twitter.com/BDR8889/status/1515452036216668166,[],[],0,,False,1,0,0,,considerate,,,,,,,"[{'screen_name': 'JeremyLayt0n', 'name': 'Jeremy Layton', 'id': '2240003683'}]",,,,,"['jeremylayt0n', 'would', 'thing']","['jeremylayt0n', 'would', 'thing']"
41,1515451963705544708,1515093460990234627,1650146878000.0,2022-04-16 17:07:58,-0500,,"@Mr_Considerate It's a long shot, this, but maybe Mr. Mason thinks that Good Friday is just the first day of Chocolate Egg-Eating Weekend and that makes Good Friday such a happy occasion for him. Further down the comments, he says he 'has no gods.' But he probably loves Cadbury's Creme Eggs.",en,[],[],1210428727,1210428727,grinningdreamer,Michael Clarke 💙🇧🇷🇵🇸🇾🇪,6,17,https://twitter.com/grinningdreamer/status/1515451963705544708,[],[],0,,False,1,0,0,,considerate,,,,,,,"[{'screen_name': 'Mr_Considerate', 'name': 'Elvis Buñuelo', 'id': '22770328'}]",,,,,"['mrconsiderate', 'long', 'shot', 'maybe', 'mason', 'thinks', 'good', 'friday', 'first', 'day', 'chocolate', 'eggeating', 'weekend', 'makes', 'good', 'friday', 'happy', 'occasion', 'comments', 'says', 'gods', 'probably', 'loves', 'cadburys', 'creme', 'eggs']","['mr_considerate', ""'s"", 'long', 'shot', 'maybe', 'mr.', 'mason', 'think', 'good', 'friday', 'first', 'day', 'chocolate', 'egg-eating', 'weekend', 'make', 'good', 'friday', 'happy', 'occasion', 'comment', 'say', ""'has"", 'god', 'probably', 'love', 'cadbury', ""'s"", 'creme', 'egg']"
42,1515451687858630658,1515448260688683014,1650146812000.0,2022-04-16 17:06:52,-0500,,"@PriMas99 Right. Some complain about the ""woke mob"" all the time but since when was being considerate of others such a bad thing? These same people will say ""facts don't care about your feelings"", and then when people don't buy into the bullshit, they cry about ""cancel culture"".",en,[],[],1184763193996054528,1184763193996054528,IslanderDestiny,🌴Pattlez🌴(The Destiny Islander),6,17,https://twitter.com/IslanderDestiny/status/1515451687858630658,[],[],0,,False,1,1,0,,considerate,,,,,,,"[{'screen_name': 'PriMas99', 'name': 'Pride @ Honkai Hell', 'id': '1226312755197562880'}]",,,,,"['primas99', 'right', 'complain', 'woke', 'mob', 'time', 'since', 'others', 'bad', 'thing', 'people', 'say', 'facts', 'dont', 'care', 'feelings', 'people', 'dont', 'buy', 'bullshit', 'cry', 'cancel', 'culture']","['primas99', 'right', 'complain', '``', 'woke', 'mob', ""''"", 'time', 'since', 'others', 'bad', 'thing', 'people', 'say', '``', 'fact', ""n't"", 'care', 'feeling', ""''"", 'people', ""n't"", 'buy', 'bullshit', 'cry', '``', 'cancel', 'culture', ""''""]"
